neighborhood,rec_id,year,population
El Rio Acres,HAMERIND,2010,89
El Rio Acres,HASIAN,2010,1
El Rio Acres,HPACIFIC,2010,0
El Rio Acres,HOTHRACE,2010,593
El Rio Acres,HRACE2UP,2010,64
El Rio Acres,HRACEBAS,2010,1315
El Rio Acres,H1RACE,2010,1252
El Rio Acres,HADRBASE,2010,872
El Rio Acres,HAD1RACE,2010,841
El Rio Acres,U18RBASE,2010,656
El Rio Acres,NONHISP,2019,603
Elvira,WHITE,2019,1837
Elvira,BLACK,2019,39
Elvira,AMERIND,2019,115
Elvira,ASIAN,2019,12
Elvira,PACIFIC,2019,6
Elvira,OTHRACE,2019,1151
Elvira,RACE2UP,2019,124
Elvira,HISPPOP,2019,2964
Elvira,MINORITY,2019,3080
Elvira,WHITE,2010,1847
Elvira,BLACK,2010,40
Elvira,AMERIND,2010,117
Elvira,ASIAN,2010,12
Elvira,PACIFIC,2010,6
Elvira,OTHRACE,2010,1087
Elvira,RACE2UP,2010,123
Elvira,HISPPOP,2010,2849
Elvira,MINORITY,2010,2972
Elvira,DIVINDX,2010,74
Elvira,HISPWHT,2019,1633
Elvira,HISPBLK,2019,12
Elvira,HISPAI,2019,59
Elvira,HISPASN,2019,5
Elvira,HISPPI,2019,4
Elvira,HISPOTH,2019,1141
Elvira,HISPMLT,2019,110
Elvira,HWHITE,2010,1587
Elvira,HBLACK,2010,12
Elvira,HAMERIND,2010,58
Elvira,HASIAN,2010,5
Elvira,HPACIFIC,2010,4
Elvira,HOTHRACE,2010,1074
Elvira,HRACE2UP,2010,109
Elvira,HRACEBAS,2010,2849
Elvira,H1RACE,2010,2740
Elvira,HADRBASE,2010,1907
Elvira,HAD1RACE,2010,1846
Elvira,U18RBASE,2010,1009
Elvira,NONHISP,2019,320
Enchanted Hills,WHITE,2019,742
Enchanted Hills,BLACK,2019,66
Enchanted Hills,AMERIND,2019,113
Enchanted Hills,ASIAN,2019,11
Enchanted Hills,PACIFIC,2019,0
Enchanted Hills,OTHRACE,2019,537
Enchanted Hills,RACE2UP,2019,79
Enchanted Hills,HISPPOP,2019,1200
Enchanted Hills,MINORITY,2019,1352
Enchanted Hills,WHITE,2010,762
Enchanted Hills,BLACK,2010,66
Enchanted Hills,AMERIND,2010,112
Enchanted Hills,ASIAN,2010,10
Enchanted Hills,PACIFIC,2010,0
Enchanted Hills,OTHRACE,2010,495
Enchanted Hills,RACE2UP,2010,76
Enchanted Hills,HISPPOP,2010,1123
Enchanted Hills,MINORITY,2010,1278
Enchanted Hills,DIVINDX,2010,84.1
Enchanted Hills,HISPWHT,2019,547
Enchanted Hills,HISPBLK,2019,12
Enchanted Hills,HISPAI,2019,44
Enchanted Hills,HISPASN,2019,4
Enchanted Hills,HISPPI,2019,0
Enchanted Hills,HISPOTH,2019,531
Enchanted Hills,HISPMLT,2019,62
Enchanted Hills,HWHITE,2010,519
Enchanted Hills,HBLACK,2010,11
Enchanted Hills,HAMERIND,2010,42
Enchanted Hills,HASIAN,2010,4
Enchanted Hills,HPACIFIC,2010,0
Enchanted Hills,HOTHRACE,2010,487
Enchanted Hills,HRACE2UP,2010,60
Enchanted Hills,HRACEBAS,2010,1123
Enchanted Hills,H1RACE,2010,1064
Enchanted Hills,HADRBASE,2010,714
Enchanted Hills,HAD1RACE,2010,683
Enchanted Hills,U18RBASE,2010,500
Enchanted Hills,NONHISP,2019,348
Flowing Wells,WHITE,2019,6523
Flowing Wells,BLACK,2019,199
Flowing Wells,AMERIND,2019,184
Flowing Wells,ASIAN,2019,209
Flowing Wells,PACIFIC,2019,10
Flowing Wells,OTHRACE,2019,1803
Flowing Wells,RACE2UP,2019,310
Flowing Wells,HISPPOP,2019,4852
Flowing Wells,MINORITY,2019,5454
Flowing Wells,WHITE,2010,6567
Flowing Wells,BLACK,2010,179
Flowing Wells,AMERIND,2010,166
Flowing Wells,ASIAN,2010,170
Flowing Wells,PACIFIC,2010,10
Flowing Wells,OTHRACE,2010,1496
Flowing Wells,RACE2UP,2010,269
Flowing Wells,HISPPOP,2010,4112
Flowing Wells,MINORITY,2010,4638
Flowing Wells,DIVINDX,2010,72.3
Flowing Wells,HISPWHT,2019,2740
Flowing Wells,HISPBLK,2019,38
Flowing Wells,HISPAI,2019,85
Flowing Wells,HISPASN,2019,4
Flowing Wells,HISPPI,2019,1
Flowing Wells,HISPOTH,2019,1796
Flowing Wells,HISPMLT,2019,188
Flowing Wells,HWHITE,2010,2349
Flowing Wells,HBLACK,2010,32
Flowing Wells,HAMERIND,2010,74
Flowing Wells,HASIAN,2010,4
Flowing Wells,HPACIFIC,2010,1
Flowing Wells,HOTHRACE,2010,1489
Flowing Wells,HRACE2UP,2010,162
Flowing Wells,HRACEBAS,2010,4111
Flowing Wells,H1RACE,2010,3949
Flowing Wells,HADRBASE,2010,2680
Flowing Wells,HAD1RACE,2010,2588
Flowing Wells,U18RBASE,2010,2154
Flowing Wells,NONHISP,2019,4386
Glenn Heights,WHITE,2019,536
Glenn Heights,BLACK,2019,9
Glenn Heights,AMERIND,2019,4
Glenn Heights,ASIAN,2019,20
Glenn Heights,PACIFIC,2019,0
Glenn Heights,OTHRACE,2019,17
Glenn Heights,RACE2UP,2019,14
Glenn Heights,HISPPOP,2019,85
Glenn Heights,MINORITY,2019,126
Glenn Heights,WHITE,2010,529
Glenn Heights,BLACK,2010,8
Glenn Heights,AMERIND,2010,3
Glenn Heights,ASIAN,2010,15
Glenn Heights,PACIFIC,2010,0
Glenn Heights,OTHRACE,2010,13
Glenn Heights,RACE2UP,2010,11
Glenn Heights,HISPPOP,2010,66
Glenn Heights,MINORITY,2010,98
Glenn Heights,DIVINDX,2010,33.3
Glenn Heights,HISPWHT,2019,61
Glenn Heights,HISPBLK,2019,0
Glenn Heights,HISPAI,2019,2
Glenn Heights,HISPASN,2019,0
Glenn Heights,HISPPI,2019,0
Glenn Heights,HISPOTH,2019,16
Glenn Heights,HISPMLT,2019,6
Glenn Heights,HWHITE,2010,48
Glenn Heights,HBLACK,2010,0
Glenn Heights,HAMERIND,2010,1
Glenn Heights,HASIAN,2010,0
Glenn Heights,HPACIFIC,2010,0
Glenn Heights,HOTHRACE,2010,12
Glenn Heights,HRACE2UP,2010,5
Glenn Heights,HRACEBAS,2010,66
Glenn Heights,H1RACE,2010,61
Glenn Heights,HADRBASE,2010,53
Glenn Heights,HAD1RACE,2010,49
Glenn Heights,U18RBASE,2010,59
Glenn Heights,NONHISP,2019,515
Country Glenn,WHITE,2019,1042
Country Glenn,BLACK,2019,113
Country Glenn,AMERIND,2019,36
Country Glenn,ASIAN,2019,39
Country Glenn,PACIFIC,2019,5
Country Glenn,OTHRACE,2019,142
Country Glenn,RACE2UP,2019,70
Country Glenn,HISPPOP,2019,420
Country Glenn,MINORITY,2019,629
Country Glenn,WHITE,2010,1075
Country Glenn,BLACK,2010,102
Country Glenn,AMERIND,2010,33
Country Glenn,ASIAN,2010,32
Country Glenn,PACIFIC,2010,5
Country Glenn,OTHRACE,2010,117
Country Glenn,RACE2UP,2010,57
Country Glenn,HISPPOP,2010,351
Country Glenn,MINORITY,2010,533
Country Glenn,DIVINDX,2010,63.6
Country Glenn,HISPWHT,2019,224
Country Glenn,HISPBLK,2019,13
Country Glenn,HISPAI,2019,15
Country Glenn,HISPASN,2019,4
Country Glenn,HISPPI,2019,0
Country Glenn,HISPOTH,2019,138
Country Glenn,HISPMLT,2019,26
Country Glenn,HWHITE,2010,188
Country Glenn,HBLACK,2010,11
Country Glenn,HAMERIND,2010,14
Country Glenn,HASIAN,2010,4
Country Glenn,HPACIFIC,2010,0
Country Glenn,HOTHRACE,2010,113
Country Glenn,HRACE2UP,2010,21
Country Glenn,HRACEBAS,2010,351
Country Glenn,H1RACE,2010,330
Country Glenn,HADRBASE,2010,233
Country Glenn,HAD1RACE,2010,221
Country Glenn,U18RBASE,2010,282
Country Glenn,NONHISP,2019,1027
Groves Lincoln Park,WHITE,2019,3680
Groves Lincoln Park,BLACK,2019,390
Groves Lincoln Park,AMERIND,2019,60
Groves Lincoln Park,ASIAN,2019,242
Groves Lincoln Park,PACIFIC,2019,9
Groves Lincoln Park,OTHRACE,2019,611
Groves Lincoln Park,RACE2UP,2019,302
Groves Lincoln Park,HISPPOP,2019,1770
Groves Lincoln Park,MINORITY,2019,2566
Groves Lincoln Park,WHITE,2010,3909
Groves Lincoln Park,BLACK,2010,357
Groves Lincoln Park,AMERIND,2010,53
Groves Lincoln Park,ASIAN,2010,203
Groves Lincoln Park,PACIFIC,2010,9
Groves Lincoln Park,OTHRACE,2010,513
Groves Lincoln Park,RACE2UP,2010,264
Groves Lincoln Park,HISPPOP,2010,1517
Groves Lincoln Park,MINORITY,2010,2223
Groves Lincoln Park,DIVINDX,2010,67.5
Groves Lincoln Park,HISPWHT,2019,952
Groves Lincoln Park,HISPBLK,2019,39
Groves Lincoln Park,HISPAI,2019,38
Groves Lincoln Park,HISPASN,2019,22
Groves Lincoln Park,HISPPI,2019,1
Groves Lincoln Park,HISPOTH,2019,605
Groves Lincoln Park,HISPMLT,2019,113
Groves Lincoln Park,HWHITE,2010,824
Groves Lincoln Park,HBLACK,2010,33
Groves Lincoln Park,HAMERIND,2010,33
Groves Lincoln Park,HASIAN,2010,20
Groves Lincoln Park,HPACIFIC,2010,1
Groves Lincoln Park,HOTHRACE,2010,507
Groves Lincoln Park,HRACE2UP,2010,99
Groves Lincoln Park,HRACEBAS,2010,1517
Groves Lincoln Park,H1RACE,2010,1418
Groves Lincoln Park,HADRBASE,2010,981
Groves Lincoln Park,HAD1RACE,2010,931
Groves Lincoln Park,U18RBASE,2010,1407
Groves Lincoln Park,NONHISP,2019,3524
Harlan Heights,WHITE,2019,1209
Harlan Heights,BLACK,2019,74
Harlan Heights,AMERIND,2019,22
Harlan Heights,ASIAN,2019,38
Harlan Heights,PACIFIC,2019,4
Harlan Heights,OTHRACE,2019,117
Harlan Heights,RACE2UP,2019,40
Harlan Heights,HISPPOP,2019,401
Harlan Heights,MINORITY,2019,556
Harlan Heights,WHITE,2010,1267
Harlan Heights,BLACK,2010,68
Harlan Heights,AMERIND,2010,20
Harlan Heights,ASIAN,2010,30
Harlan Heights,PACIFIC,2010,4
Harlan Heights,OTHRACE,2010,96
Harlan Heights,RACE2UP,2010,34
Harlan Heights,HISPPOP,2010,338
Harlan Heights,MINORITY,2010,472
Harlan Heights,DIVINDX,2010,54.3
Harlan Heights,HISPWHT,2019,259
Harlan Heights,HISPBLK,2019,4
Harlan Heights,HISPAI,2019,7
Harlan Heights,HISPASN,2019,0
Harlan Heights,HISPPI,2019,0
Harlan Heights,HISPOTH,2019,114
Harlan Heights,HISPMLT,2019,16
Harlan Heights,HWHITE,2010,220
Harlan Heights,HBLACK,2010,4
Harlan Heights,HAMERIND,2010,7
Harlan Heights,HASIAN,2010,0
Harlan Heights,HPACIFIC,2010,0
Harlan Heights,HOTHRACE,2010,94
Harlan Heights,HRACE2UP,2010,14
Harlan Heights,HRACEBAS,2010,339
Harlan Heights,H1RACE,2010,324
Harlan Heights,HADRBASE,2010,235
Harlan Heights,HAD1RACE,2010,229
Harlan Heights,U18RBASE,2010,238
Harlan Heights,NONHISP,2019,1104
Old Spanish Trail,WHITE,2019,2773
Old Spanish Trail,BLACK,2019,158
Old Spanish Trail,AMERIND,2019,40
Old Spanish Trail,ASIAN,2019,240
Old Spanish Trail,PACIFIC,2019,1
Old Spanish Trail,OTHRACE,2019,182
Old Spanish Trail,RACE2UP,2019,134
Old Spanish Trail,HISPPOP,2019,777
Old Spanish Trail,MINORITY,2019,1277
Old Spanish Trail,WHITE,2010,2900
Old Spanish Trail,BLACK,2010,140
Old Spanish Trail,AMERIND,2010,36
Old Spanish Trail,ASIAN,2010,194
Old Spanish Trail,PACIFIC,2010,1
Old Spanish Trail,OTHRACE,2010,150
Old Spanish Trail,RACE2UP,2010,114
Old Spanish Trail,HISPPOP,2010,651
Old Spanish Trail,MINORITY,2010,1074
Old Spanish Trail,DIVINDX,2010,52.6
Old Spanish Trail,HISPWHT,2019,522
Old Spanish Trail,HISPBLK,2019,17
Old Spanish Trail,HISPAI,2019,9
Old Spanish Trail,HISPASN,2019,4
Old Spanish Trail,HISPPI,2019,0
Old Spanish Trail,HISPOTH,2019,175
Old Spanish Trail,HISPMLT,2019,50
Old Spanish Trail,HWHITE,2010,439
Old Spanish Trail,HBLACK,2010,14
Old Spanish Trail,HAMERIND,2010,8
Old Spanish Trail,HASIAN,2010,4
Old Spanish Trail,HPACIFIC,2010,0
Old Spanish Trail,HOTHRACE,2010,143
Old Spanish Trail,HRACE2UP,2010,43
Old Spanish Trail,HRACEBAS,2010,651
Old Spanish Trail,H1RACE,2010,608
Old Spanish Trail,HADRBASE,2010,395
Old Spanish Trail,HAD1RACE,2010,376
Old Spanish Trail,U18RBASE,2010,859
Old Spanish Trail,NONHISP,2019,2751
Hedrick Acres,WHITE,2019,2714
Hedrick Acres,BLACK,2019,218
Hedrick Acres,AMERIND,2019,144
Hedrick Acres,ASIAN,2019,183
Hedrick Acres,PACIFIC,2019,18
Hedrick Acres,OTHRACE,2019,387
Hedrick Acres,RACE2UP,2019,211
Hedrick Acres,HISPPOP,2019,1140
Hedrick Acres,MINORITY,2019,1761
Hedrick Acres,WHITE,2010,2563
Hedrick Acres,BLACK,2010,187
Hedrick Acres,AMERIND,2010,124
Hedrick Acres,ASIAN,2010,151
Hedrick Acres,PACIFIC,2010,16
Hedrick Acres,OTHRACE,2010,310
Hedrick Acres,RACE2UP,2010,177
Hedrick Acres,HISPPOP,2010,924
Hedrick Acres,MINORITY,2010,1453
Hedrick Acres,DIVINDX,2010,67.3
Hedrick Acres,HISPWHT,2019,600
Hedrick Acres,HISPBLK,2019,32
Hedrick Acres,HISPAI,2019,35
Hedrick Acres,HISPASN,2019,1
Hedrick Acres,HISPPI,2019,0
Hedrick Acres,HISPOTH,2019,378
Hedrick Acres,HISPMLT,2019,94
Hedrick Acres,HWHITE,2010,489
Hedrick Acres,HBLACK,2010,26
Hedrick Acres,HAMERIND,2010,28
Hedrick Acres,HASIAN,2010,1
Hedrick Acres,HPACIFIC,2010,0
Hedrick Acres,HOTHRACE,2010,301
Hedrick Acres,HRACE2UP,2010,79
Hedrick Acres,HRACEBAS,2010,924
Hedrick Acres,H1RACE,2010,845
Hedrick Acres,HADRBASE,2010,648
Hedrick Acres,HAD1RACE,2010,601
Hedrick Acres,U18RBASE,2010,569
Hedrick Acres,NONHISP,2019,2734
Highland Vista Cinco Via,WHITE,2019,700
Highland Vista Cinco Via,BLACK,2019,24
Highland Vista Cinco Via,AMERIND,2019,9
Highland Vista Cinco Via,ASIAN,2019,38
Highland Vista Cinco Via,PACIFIC,2019,0
Highland Vista Cinco Via,OTHRACE,2019,45
Highland Vista Cinco Via,RACE2UP,2019,27
Highland Vista Cinco Via,HISPPOP,2019,179
Highland Vista Cinco Via,MINORITY,2019,270
Highland Vista Cinco Via,WHITE,2010,716
Highland Vista Cinco Via,BLACK,2010,21
Highland Vista Cinco Via,AMERIND,2010,8
Highland Vista Cinco Via,ASIAN,2010,30
Highland Vista Cinco Via,PACIFIC,2010,0
Highland Vista Cinco Via,OTHRACE,2010,36
Highland Vista Cinco Via,RACE2UP,2010,23
Highland Vista Cinco Via,HISPPOP,2010,145
Highland Vista Cinco Via,MINORITY,2010,221
Highland Vista Cinco Via,DIVINDX,2010,47.2
Highland Vista Cinco Via,HISPWHT,2019,127
Highland Vista Cinco Via,HISPBLK,2019,1
Highland Vista Cinco Via,HISPAI,2019,0
Highland Vista Cinco Via,HISPASN,2019,0
Highland Vista Cinco Via,HISPPI,2019,0
Highland Vista Cinco Via,HISPOTH,2019,42
Highland Vista Cinco Via,HISPMLT,2019,9
Highland Vista Cinco Via,HWHITE,2010,103
Highland Vista Cinco Via,HBLACK,2010,1
Highland Vista Cinco Via,HAMERIND,2010,0
Highland Vista Cinco Via,HASIAN,2010,0
Highland Vista Cinco Via,HPACIFIC,2010,0
Highland Vista Cinco Via,HOTHRACE,2010,33
Highland Vista Cinco Via,HRACE2UP,2010,7
Highland Vista Cinco Via,HRACEBAS,2010,144
Highland Vista Cinco Via,H1RACE,2010,138
Highland Vista Cinco Via,HADRBASE,2010,103
Highland Vista Cinco Via,HAD1RACE,2010,97
Highland Vista Cinco Via,U18RBASE,2010,174
Highland Vista Cinco Via,NONHISP,2019,664
Houghton East,WHITE,2019,3792
Houghton East,BLACK,2019,88
Houghton East,AMERIND,2019,21
Houghton East,ASIAN,2019,152
Houghton East,PACIFIC,2019,8
Houghton East,OTHRACE,2019,146
Houghton East,RACE2UP,2019,140
Houghton East,HISPPOP,2019,621
Houghton East,MINORITY,2019,990
Houghton East,WHITE,2010,3810
Houghton East,BLACK,2010,74
Houghton East,AMERIND,2010,18
Houghton East,ASIAN,2010,115
Houghton East,PACIFIC,2010,6
Houghton East,OTHRACE,2010,114
Houghton East,RACE2UP,2010,113
Houghton East,HISPPOP,2010,486
Houghton East,MINORITY,2010,782
Houghton East,DIVINDX,2010,35.8
Houghton East,HISPWHT,2019,434
Houghton East,HISPBLK,2019,2
Houghton East,HISPAI,2019,9
Houghton East,HISPASN,2019,6
Houghton East,HISPPI,2019,0
Houghton East,HISPOTH,2019,137
Houghton East,HISPMLT,2019,32
Houghton East,HWHITE,2010,342
Houghton East,HBLACK,2010,1
Houghton East,HAMERIND,2010,7
Houghton East,HASIAN,2010,5
Houghton East,HPACIFIC,2010,0
Houghton East,HOTHRACE,2010,105
Houghton East,HRACE2UP,2010,26
Houghton East,HRACEBAS,2010,486
Houghton East,H1RACE,2010,461
Houghton East,HADRBASE,2010,330
Houghton East,HAD1RACE,2010,320
Houghton East,U18RBASE,2010,805
Houghton East,NONHISP,2019,3727
Iron Horse,WHITE,2019,446
Iron Horse,BLACK,2019,16
Iron Horse,AMERIND,2019,18
Iron Horse,ASIAN,2019,35
Iron Horse,PACIFIC,2019,0
Iron Horse,OTHRACE,2019,50
Iron Horse,RACE2UP,2019,28
Iron Horse,HISPPOP,2019,130
Iron Horse,MINORITY,2019,213
Iron Horse,WHITE,2010,466
Iron Horse,BLACK,2010,14
Iron Horse,AMERIND,2010,15
Iron Horse,ASIAN,2010,28
Iron Horse,PACIFIC,2010,0
Iron Horse,OTHRACE,2010,40
Iron Horse,RACE2UP,2010,24
Iron Horse,HISPPOP,2010,107
Iron Horse,MINORITY,2010,176
Iron Horse,DIVINDX,2010,55.6
Iron Horse,HISPWHT,2019,65
Iron Horse,HISPBLK,2019,1
Iron Horse,HISPAI,2019,5
Iron Horse,HISPASN,2019,0
Iron Horse,HISPPI,2019,0
Iron Horse,HISPOTH,2019,47
Iron Horse,HISPMLT,2019,12
Iron Horse,HWHITE,2010,54
Iron Horse,HBLACK,2010,1
Iron Horse,HAMERIND,2010,4
Iron Horse,HASIAN,2010,0
Iron Horse,HPACIFIC,2010,0
Iron Horse,HOTHRACE,2010,38
Iron Horse,HRACE2UP,2010,10
Iron Horse,HRACEBAS,2010,107
Iron Horse,H1RACE,2010,97
Iron Horse,HADRBASE,2010,94
Iron Horse,HAD1RACE,2010,87
Iron Horse,U18RBASE,2010,36
Iron Horse,NONHISP,2019,463
Ironwood Ridge,WHITE,2019,95
Ironwood Ridge,BLACK,2019,7
Ironwood Ridge,AMERIND,2019,8
Ironwood Ridge,ASIAN,2019,9
Ironwood Ridge,PACIFIC,2019,0
Ironwood Ridge,OTHRACE,2019,34
Ironwood Ridge,RACE2UP,2019,8
Ironwood Ridge,HISPPOP,2019,97
Ironwood Ridge,MINORITY,2019,119
Ironwood Ridge,WHITE,2010,96
Ironwood Ridge,BLACK,2010,6
Ironwood Ridge,AMERIND,2010,7
Ironwood Ridge,ASIAN,2010,8
Ironwood Ridge,PACIFIC,2010,0
Ironwood Ridge,OTHRACE,2010,29
Ironwood Ridge,RACE2UP,2010,8
Ironwood Ridge,HISPPOP,2010,84
Ironwood Ridge,MINORITY,2010,105
Ironwood Ridge,DIVINDX,2010,79.8
Ironwood Ridge,HISPWHT,2019,53
Ironwood Ridge,HISPBLK,2019,1
Ironwood Ridge,HISPAI,2019,3
Ironwood Ridge,HISPASN,2019,0
Ironwood Ridge,HISPPI,2019,0
Ironwood Ridge,HISPOTH,2019,33
Ironwood Ridge,HISPMLT,2019,5
Ironwood Ridge,HWHITE,2010,47
Ironwood Ridge,HBLACK,2010,1
Ironwood Ridge,HAMERIND,2010,3
Ironwood Ridge,HASIAN,2010,0
Ironwood Ridge,HPACIFIC,2010,0
Ironwood Ridge,HOTHRACE,2010,29
Ironwood Ridge,HRACE2UP,2010,5
Ironwood Ridge,HRACEBAS,2010,85
Ironwood Ridge,H1RACE,2010,80
Ironwood Ridge,HADRBASE,2010,58
Ironwood Ridge,HAD1RACE,2010,55
Ironwood Ridge,U18RBASE,2010,36
Ironwood Ridge,NONHISP,2019,64
Jefferson Park,WHITE,2019,1681
Jefferson Park,BLACK,2019,65
Jefferson Park,AMERIND,2019,42
Jefferson Park,ASIAN,2019,217
Jefferson Park,PACIFIC,2019,2
Jefferson Park,OTHRACE,2019,169
Jefferson Park,RACE2UP,2019,87
Jefferson Park,HISPPOP,2019,499
Jefferson Park,MINORITY,2019,871
Jefferson Park,WHITE,2010,1785
Jefferson Park,BLACK,2010,58
Jefferson Park,AMERIND,2010,38
Jefferson Park,ASIAN,2010,176
Jefferson Park,PACIFIC,2010,2
Jefferson Park,OTHRACE,2010,140
Jefferson Park,RACE2UP,2010,74
Jefferson Park,HISPPOP,2010,419
Jefferson Park,MINORITY,2010,732
Jefferson Park,DIVINDX,2010,56.4
Jefferson Park,HISPWHT,2019,289
Jefferson Park,HISPBLK,2019,5
Jefferson Park,HISPAI,2019,12
Jefferson Park,HISPASN,2019,3
Jefferson Park,HISPPI,2019,0
Jefferson Park,HISPOTH,2019,163
Jefferson Park,HISPMLT,2019,29
Jefferson Park,HWHITE,2010,244
Jefferson Park,HBLACK,2010,4
Jefferson Park,HAMERIND,2010,10
Jefferson Park,HASIAN,2010,3
Jefferson Park,HPACIFIC,2010,0
Jefferson Park,HOTHRACE,2010,133
Jefferson Park,HRACE2UP,2010,25
Jefferson Park,HRACEBAS,2010,419
Jefferson Park,H1RACE,2010,394
Jefferson Park,HADRBASE,2010,343
Jefferson Park,HAD1RACE,2010,320
Jefferson Park,U18RBASE,2010,189
Jefferson Park,NONHISP,2019,1763
Julia Keen,WHITE,2019,3447
Julia Keen,BLACK,2019,204
Julia Keen,AMERIND,2019,161
Julia Keen,ASIAN,2019,92
Julia Keen,PACIFIC,2019,2
Julia Keen,OTHRACE,2019,1319
Julia Keen,RACE2UP,2019,206
Julia Keen,HISPPOP,2019,3763
Julia Keen,MINORITY,2019,4141
Julia Keen,WHITE,2010,3495
Julia Keen,BLACK,2010,196
Julia Keen,AMERIND,2010,151
Julia Keen,ASIAN,2010,80
Julia Keen,PACIFIC,2010,2
Julia Keen,OTHRACE,2010,1169
Julia Keen,RACE2UP,2010,188
Julia Keen,HISPPOP,2010,3404
Julia Keen,MINORITY,2010,3758
Julia Keen,DIVINDX,2010,76.2
Julia Keen,HISPWHT,2019,2158
Julia Keen,HISPBLK,2019,43
Julia Keen,HISPAI,2019,98
Julia Keen,HISPASN,2019,11
Julia Keen,HISPPI,2019,1
Julia Keen,HISPOTH,2019,1317
Julia Keen,HISPMLT,2019,135
Julia Keen,HWHITE,2010,1971
Julia Keen,HBLACK,2010,40
Julia Keen,HAMERIND,2010,90
Julia Keen,HASIAN,2010,10
Julia Keen,HPACIFIC,2010,1
Julia Keen,HOTHRACE,2010,1168
Julia Keen,HRACE2UP,2010,124
Julia Keen,HRACEBAS,2010,3404
Julia Keen,H1RACE,2010,3280
Julia Keen,HADRBASE,2010,2372
Julia Keen,HAD1RACE,2010,2299
Julia Keen,U18RBASE,2010,1313
Julia Keen,NONHISP,2019,1666
Keeling,WHITE,2019,2646
Keeling,BLACK,2019,320
Keeling,AMERIND,2019,245
Keeling,ASIAN,2019,185
Keeling,PACIFIC,2019,6
Keeling,OTHRACE,2019,1133
Keeling,RACE2UP,2019,228
Keeling,HISPPOP,2019,2780
Keeling,MINORITY,2019,3497
Keeling,WHITE,2010,2777
Keeling,BLACK,2010,312
Keeling,AMERIND,2010,234
Keeling,ASIAN,2010,163
Keeling,PACIFIC,2010,6
Keeling,OTHRACE,2010,1005
Keeling,RACE2UP,2010,212
Keeling,HISPPOP,2010,2515
Keeling,MINORITY,2010,3195
Keeling,DIVINDX,2010,82.1
Keeling,HISPWHT,2019,1380
Keeling,HISPBLK,2019,37
Keeling,HISPAI,2019,108
Keeling,HISPASN,2019,6
Keeling,HISPPI,2019,0
Keeling,HISPOTH,2019,1127
Keeling,HISPMLT,2019,122
Keeling,HWHITE,2010,1264
Keeling,HBLACK,2010,34
Keeling,HAMERIND,2010,100
Keeling,HASIAN,2010,6
Keeling,HPACIFIC,2010,0
Keeling,HOTHRACE,2010,999
Keeling,HRACE2UP,2010,113
Keeling,HRACEBAS,2010,2516
Keeling,H1RACE,2010,2402
Keeling,HADRBASE,2010,1629
Keeling,HAD1RACE,2010,1563
Keeling,U18RBASE,2010,1223
Keeling,NONHISP,2019,1983
La Madera,WHITE,2019,847
La Madera,BLACK,2019,37
La Madera,AMERIND,2019,17
La Madera,ASIAN,2019,30
La Madera,PACIFIC,2019,2
La Madera,OTHRACE,2019,76
La Madera,RACE2UP,2019,54
La Madera,HISPPOP,2019,225
La Madera,MINORITY,2019,341
La Madera,WHITE,2010,878
La Madera,BLACK,2010,32
La Madera,AMERIND,2010,14
La Madera,ASIAN,2010,24
La Madera,PACIFIC,2010,2
La Madera,OTHRACE,2010,62
La Madera,RACE2UP,2010,45
La Madera,HISPPOP,2010,182
La Madera,MINORITY,2010,280
La Madera,DIVINDX,2010,50.6
La Madera,HISPWHT,2019,124
La Madera,HISPBLK,2019,2
La Madera,HISPAI,2019,7
La Madera,HISPASN,2019,0
La Madera,HISPPI,2019,0
La Madera,HISPOTH,2019,69
La Madera,HISPMLT,2019,23
La Madera,HWHITE,2010,101
La Madera,HBLACK,2010,1
La Madera,HAMERIND,2010,5
La Madera,HASIAN,2010,0
La Madera,HPACIFIC,2010,0
La Madera,HOTHRACE,2010,55
La Madera,HRACE2UP,2010,19
La Madera,HRACEBAS,2010,181
La Madera,H1RACE,2010,163
La Madera,HADRBASE,2010,127
La Madera,HAD1RACE,2010,118
La Madera,U18RBASE,2010,163
La Madera,NONHISP,2019,840
Lakeside Park,WHITE,2019,3969
Lakeside Park,BLACK,2019,408
Lakeside Park,AMERIND,2019,103
Lakeside Park,ASIAN,2019,207
Lakeside Park,PACIFIC,2019,4
Lakeside Park,OTHRACE,2019,625
Lakeside Park,RACE2UP,2019,331
Lakeside Park,HISPPOP,2019,1976
Lakeside Park,MINORITY,2019,2762
Lakeside Park,WHITE,2010,3979
Lakeside Park,BLACK,2010,360
Lakeside Park,AMERIND,2010,88
Lakeside Park,ASIAN,2010,164
Lakeside Park,PACIFIC,2010,4
Lakeside Park,OTHRACE,2010,502
Lakeside Park,RACE2UP,2010,275
Lakeside Park,HISPPOP,2010,1619
Lakeside Park,MINORITY,2010,2292
Lakeside Park,DIVINDX,2010,67.9
Lakeside Park,HISPWHT,2019,1084
Lakeside Park,HISPBLK,2019,56
Lakeside Park,HISPAI,2019,61
Lakeside Park,HISPASN,2019,6
Lakeside Park,HISPPI,2019,0
Lakeside Park,HISPOTH,2019,617
Lakeside Park,HISPMLT,2019,152
Lakeside Park,HWHITE,2010,899
Lakeside Park,HBLACK,2010,44
Lakeside Park,HAMERIND,2010,51
Lakeside Park,HASIAN,2010,5
Lakeside Park,HPACIFIC,2010,0
Lakeside Park,HOTHRACE,2010,494
