neighborhood,rec_id,year,population
Peter Howell,PACIFIC,2010,1
Peter Howell,OTHRACE,2010,84
Peter Howell,RACE2UP,2010,66
Peter Howell,HISPPOP,2010,351
Peter Howell,MINORITY,2010,497
Peter Howell,DIVINDX,2010,50.3
Peter Howell,HISPWHT,2019,285
Peter Howell,HISPBLK,2019,6
Peter Howell,HISPAI,2019,16
Peter Howell,HISPASN,2019,1
Peter Howell,HISPPI,2019,0
Peter Howell,HISPOTH,2019,107
Peter Howell,HISPMLT,2019,27
Peter Howell,HWHITE,2010,228
Peter Howell,HBLACK,2010,5
Peter Howell,HAMERIND,2010,12
Peter Howell,HASIAN,2010,1
Peter Howell,HPACIFIC,2010,0
Peter Howell,HOTHRACE,2010,84
Peter Howell,HRACE2UP,2010,22
Peter Howell,HRACEBAS,2010,352
Peter Howell,H1RACE,2010,329
Peter Howell,HADRBASE,2010,225
Peter Howell,HAD1RACE,2010,215
Peter Howell,U18RBASE,2010,327
Peter Howell,NONHISP,2019,1421
Pie Allen,WHITE,2019,550
Pie Allen,BLACK,2019,19
Pie Allen,AMERIND,2019,8
Pie Allen,ASIAN,2019,66
Pie Allen,PACIFIC,2019,0
Pie Allen,OTHRACE,2019,37
Pie Allen,RACE2UP,2019,38
Pie Allen,HISPPOP,2019,140
Pie Allen,MINORITY,2019,255
Pie Allen,WHITE,2010,555
Pie Allen,BLACK,2010,16
Pie Allen,AMERIND,2010,7
Pie Allen,ASIAN,2010,50
Pie Allen,PACIFIC,2010,0
Pie Allen,OTHRACE,2010,29
Pie Allen,RACE2UP,2010,30
Pie Allen,HISPPOP,2010,112
Pie Allen,MINORITY,2010,204
Pie Allen,DIVINDX,2010,52.4
Pie Allen,HISPWHT,2019,87
Pie Allen,HISPBLK,2019,2
Pie Allen,HISPAI,2019,2
Pie Allen,HISPASN,2019,1
Pie Allen,HISPPI,2019,0
Pie Allen,HISPOTH,2019,36
Pie Allen,HISPMLT,2019,12
Pie Allen,HWHITE,2010,70
Pie Allen,HBLACK,2010,1
Pie Allen,HAMERIND,2010,1
Pie Allen,HASIAN,2010,1
Pie Allen,HPACIFIC,2010,0
Pie Allen,HOTHRACE,2010,28
Pie Allen,HRACE2UP,2010,10
Pie Allen,HRACEBAS,2010,111
Pie Allen,H1RACE,2010,102
Pie Allen,HADRBASE,2010,104
Pie Allen,HAD1RACE,2010,96
Pie Allen,U18RBASE,2010,26
Pie Allen,NONHISP,2019,578
Poets Square,WHITE,2019,902
Poets Square,BLACK,2019,28
Poets Square,AMERIND,2019,18
Poets Square,ASIAN,2019,28
Poets Square,PACIFIC,2019,2
Poets Square,OTHRACE,2019,68
Poets Square,RACE2UP,2019,68
Poets Square,HISPPOP,2019,346
Poets Square,MINORITY,2019,439
Poets Square,WHITE,2010,938
Poets Square,BLACK,2010,25
Poets Square,AMERIND,2010,16
Poets Square,ASIAN,2010,23
Poets Square,PACIFIC,2010,2
Poets Square,OTHRACE,2010,56
Poets Square,RACE2UP,2010,59
Poets Square,HISPPOP,2010,292
Poets Square,MINORITY,2010,373
Poets Square,DIVINDX,2010,56.7
Poets Square,HISPWHT,2019,226
Poets Square,HISPBLK,2019,2
Poets Square,HISPAI,2019,12
Poets Square,HISPASN,2019,2
Poets Square,HISPPI,2019,1
Poets Square,HISPOTH,2019,66
Poets Square,HISPMLT,2019,38
Poets Square,HWHITE,2010,192
Poets Square,HBLACK,2010,2
Poets Square,HAMERIND,2010,10
Poets Square,HASIAN,2010,2
Poets Square,HPACIFIC,2010,1
Poets Square,HOTHRACE,2010,54
Poets Square,HRACE2UP,2010,32
Poets Square,HRACEBAS,2010,293
Poets Square,H1RACE,2010,260
Poets Square,HADRBASE,2010,195
Poets Square,HAD1RACE,2010,182
Poets Square,U18RBASE,2010,222
Poets Square,NONHISP,2019,768
RillitoBend,WHITE,2019,1351
RillitoBend,BLACK,2019,41
RillitoBend,AMERIND,2019,21
RillitoBend,ASIAN,2019,87
RillitoBend,PACIFIC,2019,0
RillitoBend,OTHRACE,2019,130
RillitoBend,RACE2UP,2019,93
RillitoBend,HISPPOP,2019,337
RillitoBend,MINORITY,2019,535
RillitoBend,WHITE,2010,1387
RillitoBend,BLACK,2010,35
RillitoBend,AMERIND,2010,19
RillitoBend,ASIAN,2010,67
RillitoBend,PACIFIC,2010,0
RillitoBend,OTHRACE,2010,102
RillitoBend,RACE2UP,2010,76
RillitoBend,HISPPOP,2010,270
RillitoBend,MINORITY,2010,430
RillitoBend,DIVINDX,2010,50.4
RillitoBend,HISPWHT,2019,162
RillitoBend,HISPBLK,2019,1
RillitoBend,HISPAI,2019,2
RillitoBend,HISPASN,2019,1
RillitoBend,HISPPI,2019,0
RillitoBend,HISPOTH,2019,129
RillitoBend,HISPMLT,2019,41
RillitoBend,HWHITE,2010,131
RillitoBend,HBLACK,2010,1
RillitoBend,HAMERIND,2010,2
RillitoBend,HASIAN,2010,1
RillitoBend,HPACIFIC,2010,0
RillitoBend,HOTHRACE,2010,101
RillitoBend,HRACE2UP,2010,34
RillitoBend,HRACEBAS,2010,270
RillitoBend,H1RACE,2010,236
RillitoBend,HADRBASE,2010,204
RillitoBend,HAD1RACE,2010,187
RillitoBend,U18RBASE,2010,199
RillitoBend,NONHISP,2019,1386
Pueblo Gardens,WHITE,2019,1233
Pueblo Gardens,BLACK,2019,166
Pueblo Gardens,AMERIND,2019,92
Pueblo Gardens,ASIAN,2019,73
Pueblo Gardens,PACIFIC,2019,1
Pueblo Gardens,OTHRACE,2019,846
Pueblo Gardens,RACE2UP,2019,161
Pueblo Gardens,HISPPOP,2019,1984
Pueblo Gardens,MINORITY,2019,2285
Pueblo Gardens,WHITE,2010,1229
Pueblo Gardens,BLACK,2010,163
Pueblo Gardens,AMERIND,2010,89
Pueblo Gardens,ASIAN,2010,65
Pueblo Gardens,PACIFIC,2010,1
Pueblo Gardens,OTHRACE,2010,762
Pueblo Gardens,RACE2UP,2010,151
Pueblo Gardens,HISPPOP,2010,1822
Pueblo Gardens,MINORITY,2010,2112
Pueblo Gardens,DIVINDX,2010,84.2
Pueblo Gardens,HISPWHT,2019,947
Pueblo Gardens,HISPBLK,2019,20
Pueblo Gardens,HISPAI,2019,40
Pueblo Gardens,HISPASN,2019,2
Pueblo Gardens,HISPPI,2019,0
Pueblo Gardens,HISPOTH,2019,842
Pueblo Gardens,HISPMLT,2019,134
Pueblo Gardens,HWHITE,2010,882
Pueblo Gardens,HBLACK,2010,19
Pueblo Gardens,HAMERIND,2010,38
Pueblo Gardens,HASIAN,2010,2
Pueblo Gardens,HPACIFIC,2010,0
Pueblo Gardens,HOTHRACE,2010,757
Pueblo Gardens,HRACE2UP,2010,125
Pueblo Gardens,HRACEBAS,2010,1823
Pueblo Gardens,H1RACE,2010,1697
Pueblo Gardens,HADRBASE,2010,1181
Pueblo Gardens,HAD1RACE,2010,1115
Pueblo Gardens,U18RBASE,2010,788
Pueblo Gardens,NONHISP,2019,587
Richland Heights East,WHITE,2019,400
Richland Heights East,BLACK,2019,43
Richland Heights East,AMERIND,2019,17
Richland Heights East,ASIAN,2019,34
Richland Heights East,PACIFIC,2019,0
Richland Heights East,OTHRACE,2019,51
Richland Heights East,RACE2UP,2019,34
Richland Heights East,HISPPOP,2019,155
Richland Heights East,MINORITY,2019,260
Richland Heights East,WHITE,2010,414
Richland Heights East,BLACK,2010,37
Richland Heights East,AMERIND,2010,14
Richland Heights East,ASIAN,2010,26
Richland Heights East,PACIFIC,2010,0
Richland Heights East,OTHRACE,2010,40
Richland Heights East,RACE2UP,2010,29
Richland Heights East,HISPPOP,2010,127
Richland Heights East,MINORITY,2010,216
Richland Heights East,DIVINDX,2010,64.2
Richland Heights East,HISPWHT,2019,83
Richland Heights East,HISPBLK,2019,4
Richland Heights East,HISPAI,2019,6
Richland Heights East,HISPASN,2019,0
Richland Heights East,HISPPI,2019,0
Richland Heights East,HISPOTH,2019,51
Richland Heights East,HISPMLT,2019,12
Richland Heights East,HWHITE,2010,69
Richland Heights East,HBLACK,2010,3
Richland Heights East,HAMERIND,2010,5
Richland Heights East,HASIAN,2010,0
Richland Heights East,HPACIFIC,2010,0
Richland Heights East,HOTHRACE,2010,40
Richland Heights East,HRACE2UP,2010,10
Richland Heights East,HRACEBAS,2010,127
Richland Heights East,H1RACE,2010,117
Richland Heights East,HADRBASE,2010,90
Richland Heights East,HAD1RACE,2010,84
Richland Heights East,U18RBASE,2010,101
Richland Heights East,NONHISP,2019,422
Richland Heights West,WHITE,2019,426
Richland Heights West,BLACK,2019,14
Richland Heights West,AMERIND,2019,14
Richland Heights West,ASIAN,2019,16
Richland Heights West,PACIFIC,2019,2
Richland Heights West,OTHRACE,2019,38
Richland Heights West,RACE2UP,2019,18
Richland Heights West,HISPPOP,2019,110
Richland Heights West,MINORITY,2019,162
Richland Heights West,WHITE,2010,455
Richland Heights West,BLACK,2010,13
Richland Heights West,AMERIND,2010,12
Richland Heights West,ASIAN,2010,13
Richland Heights West,PACIFIC,2010,2
Richland Heights West,OTHRACE,2010,31
Richland Heights West,RACE2UP,2010,15
Richland Heights West,HISPPOP,2010,92
Richland Heights West,MINORITY,2010,137
Richland Heights West,DIVINDX,2010,49.1
Richland Heights West,HISPWHT,2019,60
Richland Heights West,HISPBLK,2019,0
Richland Heights West,HISPAI,2019,7
Richland Heights West,HISPASN,2019,0
Richland Heights West,HISPPI,2019,1
Richland Heights West,HISPOTH,2019,36
Richland Heights West,HISPMLT,2019,6
Richland Heights West,HWHITE,2010,51
Richland Heights West,HBLACK,2010,0
Richland Heights West,HAMERIND,2010,6
Richland Heights West,HASIAN,2010,0
Richland Heights West,HPACIFIC,2010,1
Richland Heights West,HOTHRACE,2010,29
Richland Heights West,HRACE2UP,2010,5
Richland Heights West,HRACEBAS,2010,92
Richland Heights West,H1RACE,2010,87
Richland Heights West,HADRBASE,2010,72
Richland Heights West,HAD1RACE,2010,68
Richland Heights West,U18RBASE,2010,81
Richland Heights West,NONHISP,2019,418
Rillito,WHITE,2019,1048
Rillito,BLACK,2019,71
Rillito,AMERIND,2019,28
Rillito,ASIAN,2019,157
Rillito,PACIFIC,2019,3
Rillito,OTHRACE,2019,139
Rillito,RACE2UP,2019,99
Rillito,HISPPOP,2019,413
Rillito,MINORITY,2019,721
Rillito,WHITE,2010,1059
Rillito,BLACK,2010,61
Rillito,AMERIND,2010,24
Rillito,ASIAN,2010,122
Rillito,PACIFIC,2010,3
Rillito,OTHRACE,2010,111
Rillito,RACE2UP,2010,81
Rillito,HISPPOP,2010,333
Rillito,MINORITY,2010,584
Rillito,DIVINDX,2010,65.4
Rillito,HISPWHT,2019,224
Rillito,HISPBLK,2019,10
Rillito,HISPAI,2019,13
Rillito,HISPASN,2019,1
Rillito,HISPPI,2019,1
Rillito,HISPOTH,2019,132
Rillito,HISPMLT,2019,32
Rillito,HWHITE,2010,182
Rillito,HBLACK,2010,8
Rillito,HAMERIND,2010,11
Rillito,HASIAN,2010,1
Rillito,HPACIFIC,2010,1
Rillito,HOTHRACE,2010,104
Rillito,HRACE2UP,2010,26
Rillito,HRACEBAS,2010,333
Rillito,H1RACE,2010,307
Rillito,HADRBASE,2010,230
Rillito,HAD1RACE,2010,215
Rillito,U18RBASE,2010,299
Rillito,NONHISP,2019,1132
Rincon Heights,WHITE,2019,1637
Rincon Heights,BLACK,2019,70
Rincon Heights,AMERIND,2019,53
Rincon Heights,ASIAN,2019,176
Rincon Heights,PACIFIC,2019,6
Rincon Heights,OTHRACE,2019,218
Rincon Heights,RACE2UP,2019,111
Rincon Heights,HISPPOP,2019,605
Rincon Heights,MINORITY,2019,958
Rincon Heights,WHITE,2010,1654
Rincon Heights,BLACK,2010,61
Rincon Heights,AMERIND,2010,46
Rincon Heights,ASIAN,2010,136
Rincon Heights,PACIFIC,2010,5
Rincon Heights,OTHRACE,2010,174
Rincon Heights,RACE2UP,2010,92
Rincon Heights,HISPPOP,2010,487
Rincon Heights,MINORITY,2010,776
Rincon Heights,DIVINDX,2010,61.7
Rincon Heights,HISPWHT,2019,324
Rincon Heights,HISPBLK,2019,11
Rincon Heights,HISPAI,2019,13
Rincon Heights,HISPASN,2019,3
Rincon Heights,HISPPI,2019,4
Rincon Heights,HISPOTH,2019,208
Rincon Heights,HISPMLT,2019,42
Rincon Heights,HWHITE,2010,264
Rincon Heights,HBLACK,2010,9
Rincon Heights,HAMERIND,2010,11
Rincon Heights,HASIAN,2010,2
Rincon Heights,HPACIFIC,2010,3
Rincon Heights,HOTHRACE,2010,164
Rincon Heights,HRACE2UP,2010,34
Rincon Heights,HRACEBAS,2010,487
Rincon Heights,H1RACE,2010,453
Rincon Heights,HADRBASE,2010,417
Rincon Heights,HAD1RACE,2010,390
Rincon Heights,U18RBASE,2010,141
Rincon Heights,NONHISP,2019,1666
Rita Ranch,WHITE,2019,13274
Rita Ranch,BLACK,2019,987
Rita Ranch,AMERIND,2019,129
Rita Ranch,ASIAN,2019,707
Rita Ranch,PACIFIC,2019,76
Rita Ranch,OTHRACE,2019,1172
Rita Ranch,RACE2UP,2019,975
Rita Ranch,HISPPOP,2019,4653
Rita Ranch,MINORITY,2019,6955
Rita Ranch,WHITE,2010,12894
Rita Ranch,BLACK,2010,822
Rita Ranch,AMERIND,2010,106
Rita Ranch,ASIAN,2010,525
Rita Ranch,PACIFIC,2010,62
Rita Ranch,OTHRACE,2010,891
Rita Ranch,RACE2UP,2010,775
Rita Ranch,HISPPOP,2010,3589
Rita Ranch,MINORITY,2010,5435
Rita Ranch,DIVINDX,2010,57.7
Rita Ranch,HISPWHT,2019,2910
Rita Ranch,HISPBLK,2019,76
Rita Ranch,HISPAI,2019,60
Rita Ranch,HISPASN,2019,49
Rita Ranch,HISPPI,2019,12
Rita Ranch,HISPOTH,2019,1139
Rita Ranch,HISPMLT,2019,407
Rita Ranch,HWHITE,2010,2254
Rita Ranch,HBLACK,2010,59
Rita Ranch,HAMERIND,2010,48
Rita Ranch,HASIAN,2010,38
Rita Ranch,HPACIFIC,2010,9
Rita Ranch,HOTHRACE,2010,859
Rita Ranch,HRACE2UP,2010,323
Rita Ranch,HRACEBAS,2010,3590
Rita Ranch,H1RACE,2010,3266
Rita Ranch,HADRBASE,2010,2018
Rita Ranch,HAD1RACE,2010,1908
Rita Ranch,U18RBASE,2010,5271
Rita Ranch,NONHISP,2019,12665
Roberts,WHITE,2019,1231
Roberts,BLACK,2019,235
Roberts,AMERIND,2019,72
Roberts,ASIAN,2019,197
Roberts,PACIFIC,2019,6
Roberts,OTHRACE,2019,505
Roberts,RACE2UP,2019,96
Roberts,HISPPOP,2019,1366
Roberts,MINORITY,2019,1872
Roberts,WHITE,2010,1368
Roberts,BLACK,2010,246
Roberts,AMERIND,2010,76
Roberts,ASIAN,2010,193
Roberts,PACIFIC,2010,6
Roberts,OTHRACE,2010,490
Roberts,RACE2UP,2010,95
Roberts,HISPPOP,2010,1343
Roberts,MINORITY,2010,1862
Roberts,DIVINDX,2010,83.7
Roberts,HISPWHT,2019,760
Roberts,HISPBLK,2019,25
Roberts,HISPAI,2019,21
Roberts,HISPASN,2019,8
Roberts,HISPPI,2019,0
Roberts,HISPOTH,2019,504
Roberts,HISPMLT,2019,47
Roberts,HWHITE,2010,757
Roberts,HBLACK,2010,24
Roberts,HAMERIND,2010,20
Roberts,HASIAN,2010,7
Roberts,HPACIFIC,2010,0
Roberts,HOTHRACE,2010,489
Roberts,HRACE2UP,2010,46
Roberts,HRACEBAS,2010,1343
Roberts,H1RACE,2010,1297
Roberts,HADRBASE,2010,839
Roberts,HAD1RACE,2010,814
Roberts,U18RBASE,2010,796
Roberts,NONHISP,2019,977
Rose,WHITE,2019,1359
Rose,BLACK,2019,26
Rose,AMERIND,2019,108
Rose,ASIAN,2019,6
Rose,PACIFIC,2019,0
Rose,OTHRACE,2019,645
Rose,RACE2UP,2019,52
Rose,HISPPOP,2019,2056
Rose,MINORITY,2019,2118
Rose,WHITE,2010,1358
Rose,BLACK,2010,25
Rose,AMERIND,2010,108
Rose,ASIAN,2010,6
Rose,PACIFIC,2010,0
Rose,OTHRACE,2010,611
Rose,RACE2UP,2010,51
Rose,HISPPOP,2010,1996
Rose,MINORITY,2010,2061
Rose,DIVINDX,2010,65.7
Rose,HISPWHT,2019,1283
Rose,HISPBLK,2019,19
Rose,HISPAI,2019,63
Rose,HISPASN,2019,1
Rose,HISPPI,2019,0
Rose,HISPOTH,2019,644
Rose,HISPMLT,2019,47
Rose,HWHITE,2010,1260
Rose,HBLACK,2010,18
Rose,HAMERIND,2010,61
Rose,HASIAN,2010,1
Rose,HPACIFIC,2010,0
Rose,HOTHRACE,2010,610
Rose,HRACE2UP,2010,46
Rose,HRACEBAS,2010,1996
Rose,H1RACE,2010,1950
Rose,HADRBASE,2010,1475
Rose,HAD1RACE,2010,1441
Rose,U18RBASE,2010,545
Rose,NONHISP,2019,138
Rosemont West,WHITE,2019,1211
Rosemont West,BLACK,2019,47
Rosemont West,AMERIND,2019,18
Rosemont West,ASIAN,2019,56
Rosemont West,PACIFIC,2019,3
Rosemont West,OTHRACE,2019,165
Rosemont West,RACE2UP,2019,94
Rosemont West,HISPPOP,2019,529
Rosemont West,MINORITY,2019,686
Rosemont West,WHITE,2010,1289
Rosemont West,BLACK,2010,44
Rosemont West,AMERIND,2010,15
Rosemont West,ASIAN,2010,47
Rosemont West,PACIFIC,2010,2
Rosemont West,OTHRACE,2010,141
Rosemont West,RACE2UP,2010,82
Rosemont West,HISPPOP,2010,455
Rosemont West,MINORITY,2010,594
Rosemont West,DIVINDX,2010,62.2
Rosemont West,HISPWHT,2019,304
Rosemont West,HISPBLK,2019,2
Rosemont West,HISPAI,2019,7
Rosemont West,HISPASN,2019,5
Rosemont West,HISPPI,2019,0
Rosemont West,HISPOTH,2019,160
Rosemont West,HISPMLT,2019,52
Rosemont West,HWHITE,2010,263
Rosemont West,HBLACK,2010,2
Rosemont West,HAMERIND,2010,6
Rosemont West,HASIAN,2010,4
Rosemont West,HPACIFIC,2010,0
Rosemont West,HOTHRACE,2010,134
Rosemont West,HRACE2UP,2010,46
Rosemont West,HRACEBAS,2010,455
Rosemont West,H1RACE,2010,409
Rosemont West,HADRBASE,2010,289
Rosemont West,HAD1RACE,2010,268
Rosemont West,U18RBASE,2010,378
Rosemont West,NONHISP,2019,1064
Saguaro Miraflores,WHITE,2019,492
Saguaro Miraflores,BLACK,2019,33
Saguaro Miraflores,AMERIND,2019,12
Saguaro Miraflores,ASIAN,2019,31
Saguaro Miraflores,PACIFIC,2019,0
Saguaro Miraflores,OTHRACE,2019,84
Saguaro Miraflores,RACE2UP,2019,38
Saguaro Miraflores,HISPPOP,2019,310
Saguaro Miraflores,MINORITY,2019,391
Saguaro Miraflores,WHITE,2010,516
Saguaro Miraflores,BLACK,2010,30
Saguaro Miraflores,AMERIND,2010,11
Saguaro Miraflores,ASIAN,2010,26
Saguaro Miraflores,PACIFIC,2010,0
Saguaro Miraflores,OTHRACE,2010,72
Saguaro Miraflores,RACE2UP,2010,34
Saguaro Miraflores,HISPPOP,2010,272
Saguaro Miraflores,MINORITY,2010,344
Saguaro Miraflores,DIVINDX,2010,70.5
Saguaro Miraflores,HISPWHT,2019,193
Saguaro Miraflores,HISPBLK,2019,6
Saguaro Miraflores,HISPAI,2019,4
Saguaro Miraflores,HISPASN,2019,0
Saguaro Miraflores,HISPPI,2019,0
Saguaro Miraflores,HISPOTH,2019,83
Saguaro Miraflores,HISPMLT,2019,24
Saguaro Miraflores,HWHITE,2010,170
Saguaro Miraflores,HBLACK,2010,5
Saguaro Miraflores,HAMERIND,2010,4
Saguaro Miraflores,HASIAN,2010,0
Saguaro Miraflores,HPACIFIC,2010,0
Saguaro Miraflores,HOTHRACE,2010,71
Saguaro Miraflores,HRACE2UP,2010,21
Saguaro Miraflores,HRACEBAS,2010,271
Saguaro Miraflores,H1RACE,2010,251
Saguaro Miraflores,HADRBASE,2010,195
Saguaro Miraflores,HAD1RACE,2010,184
Saguaro Miraflores,U18RBASE,2010,140
Saguaro Miraflores,NONHISP,2019,379
Sam Hughes,WHITE,2019,4141
Sam Hughes,BLACK,2019,120
Sam Hughes,AMERIND,2019,61
Sam Hughes,ASIAN,2019,178
Sam Hughes,PACIFIC,2019,6
Sam Hughes,OTHRACE,2019,194
Sam Hughes,RACE2UP,2019,161
Sam Hughes,HISPPOP,2019,917
Sam Hughes,MINORITY,2019,1367
Sam Hughes,WHITE,2010,4184
Sam Hughes,BLACK,2010,100
Sam Hughes,AMERIND,2010,51
Sam Hughes,ASIAN,2010,138
Sam Hughes,PACIFIC,2010,5
Sam Hughes,OTHRACE,2010,151
Sam Hughes,RACE2UP,2010,131
Sam Hughes,HISPPOP,2010,725
Sam Hughes,MINORITY,2010,1089
Sam Hughes,DIVINDX,2010,42.6
Sam Hughes,HISPWHT,2019,647
Sam Hughes,HISPBLK,2019,11
Sam Hughes,HISPAI,2019,15
Sam Hughes,HISPASN,2019,6
Sam Hughes,HISPPI,2019,4
Sam Hughes,HISPOTH,2019,186
Sam Hughes,HISPMLT,2019,49
Sam Hughes,HWHITE,2010,514
Sam Hughes,HBLACK,2010,9
Sam Hughes,HAMERIND,2010,12
Sam Hughes,HASIAN,2010,5
Sam Hughes,HPACIFIC,2010,3
Sam Hughes,HOTHRACE,2010,143
Sam Hughes,HRACE2UP,2010,39
Sam Hughes,HRACEBAS,2010,725
Sam Hughes,H1RACE,2010,686
Sam Hughes,HADRBASE,2010,569
Sam Hughes,HAD1RACE,2010,543
Sam Hughes,U18RBASE,2010,592
Sam Hughes,NONHISP,2019,3944
Samos,WHITE,2019,841
Samos,BLACK,2019,24
Samos,AMERIND,2019,35
Samos,ASIAN,2019,24
Samos,PACIFIC,2019,1
Samos,OTHRACE,2019,64
Samos,RACE2UP,2019,40
Samos,HISPPOP,2019,269
Samos,MINORITY,2019,353
Samos,WHITE,2010,880
Samos,BLACK,2010,21
Samos,AMERIND,2010,31
Samos,ASIAN,2010,20
Samos,PACIFIC,2010,1
Samos,OTHRACE,2010,53
Samos,RACE2UP,2010,34
Samos,HISPPOP,2010,225
Samos,MINORITY,2010,298
Samos,DIVINDX,2010,52.4
Samos,HISPWHT,2019,167
Samos,HISPBLK,2019,5
Samos,HISPAI,2019,15
Samos,HISPASN,2019,2
Samos,HISPPI,2019,0
Samos,HISPOTH,2019,62
Samos,HISPMLT,2019,19
Samos,HWHITE,2010,140
Samos,HBLACK,2010,4
Samos,HAMERIND,2010,12
Samos,HASIAN,2010,2
Samos,HPACIFIC,2010,0
Samos,HOTHRACE,2010,51
Samos,HRACE2UP,2010,16
Samos,HRACEBAS,2010,225
Samos,H1RACE,2010,209
Samos,HADRBASE,2010,181
Samos,HAD1RACE,2010,172
Samos,U18RBASE,2010,115
Samos,NONHISP,2019,759
San Carlos,WHITE,2019,133
San Carlos,BLACK,2019,13
San Carlos,AMERIND,2019,4
San Carlos,ASIAN,2019,4
San Carlos,PACIFIC,2019,1
San Carlos,OTHRACE,2019,21
San Carlos,RACE2UP,2019,9
San Carlos,HISPPOP,2019,55
San Carlos,MINORITY,2019,80
San Carlos,WHITE,2010,146
San Carlos,BLACK,2010,12
San Carlos,AMERIND,2010,4
San Carlos,ASIAN,2010,3
San Carlos,PACIFIC,2010,1
San Carlos,OTHRACE,2010,18
San Carlos,RACE2UP,2010,8
San Carlos,HISPPOP,2010,47
San Carlos,MINORITY,2010,71
San Carlos,DIVINDX,2010,63.3
San Carlos,HISPWHT,2019,28
San Carlos,HISPBLK,2019,1
San Carlos,HISPAI,2019,1
San Carlos,HISPASN,2019,0
San Carlos,HISPPI,2019,0
San Carlos,HISPOTH,2019,21
San Carlos,HISPMLT,2019,4
San Carlos,HWHITE,2010,25
San Carlos,HBLACK,2010,1
San Carlos,HAMERIND,2010,1
San Carlos,HASIAN,2010,0
San Carlos,HPACIFIC,2010,0
San Carlos,HOTHRACE,2010,18
San Carlos,HRACE2UP,2010,3
San Carlos,HRACEBAS,2010,48
San Carlos,H1RACE,2010,44
San Carlos,HADRBASE,2010,29
San Carlos,HAD1RACE,2010,27
San Carlos,U18RBASE,2010,44
San Carlos,NONHISP,2019,131
San Clemente,WHITE,2019,546
San Clemente,BLACK,2019,21
San Clemente,AMERIND,2019,8
San Clemente,ASIAN,2019,23
San Clemente,PACIFIC,2019,0
San Clemente,OTHRACE,2019,73
San Clemente,RACE2UP,2019,37
San Clemente,HISPPOP,2019,220
San Clemente,MINORITY,2019,289
San Clemente,WHITE,2010,558
San Clemente,BLACK,2010,18
San Clemente,AMERIND,2010,7
San Clemente,ASIAN,2010,19
San Clemente,PACIFIC,2010,0
San Clemente,OTHRACE,2010,59
San Clemente,RACE2UP,2010,31
San Clemente,HISPPOP,2010,182
San Clemente,MINORITY,2010,240
San Clemente,DIVINDX,2010,60.2
San Clemente,HISPWHT,2019,127
San Clemente,HISPBLK,2019,2
San Clemente,HISPAI,2019,1
San Clemente,HISPASN,2019,1
San Clemente,HISPPI,2019,0
San Clemente,HISPOTH,2019,72
San Clemente,HISPMLT,2019,17
San Clemente,HWHITE,2010,106
San Clemente,HBLACK,2010,2
San Clemente,HAMERIND,2010,1
San Clemente,HASIAN,2010,1
San Clemente,HPACIFIC,2010,0
San Clemente,HOTHRACE,2010,58
San Clemente,HRACE2UP,2010,15
San Clemente,HRACEBAS,2010,183
San Clemente,H1RACE,2010,167
San Clemente,HADRBASE,2010,125
San Clemente,HAD1RACE,2010,117
San Clemente,U18RBASE,2010,121
San Clemente,NONHISP,2019,488
San Gabriel,WHITE,2019,659
San Gabriel,BLACK,2019,33
San Gabriel,AMERIND,2019,13
San Gabriel,ASIAN,2019,24
San Gabriel,PACIFIC,2019,0
San Gabriel,OTHRACE,2019,104
San Gabriel,RACE2UP,2019,52
San Gabriel,HISPPOP,2019,325
San Gabriel,MINORITY,2019,409
San Gabriel,WHITE,2010,708
San Gabriel,BLACK,2010,30
San Gabriel,AMERIND,2010,12
San Gabriel,ASIAN,2010,20
San Gabriel,PACIFIC,2010,0
San Gabriel,OTHRACE,2010,89
San Gabriel,RACE2UP,2010,46
San Gabriel,HISPPOP,2010,284
San Gabriel,MINORITY,2010,360
San Gabriel,DIVINDX,2010,65.1
San Gabriel,HISPWHT,2019,183
San Gabriel,HISPBLK,2019,7
San Gabriel,HISPAI,2019,5
San Gabriel,HISPASN,2019,1
San Gabriel,HISPPI,2019,0
San Gabriel,HISPOTH,2019,102
San Gabriel,HISPMLT,2019,28
San Gabriel,HWHITE,2010,161
San Gabriel,HBLACK,2010,6
San Gabriel,HAMERIND,2010,4
San Gabriel,HASIAN,2010,1
San Gabriel,HPACIFIC,2010,0
San Gabriel,HOTHRACE,2010,87
San Gabriel,HRACE2UP,2010,25
San Gabriel,HRACEBAS,2010,284
San Gabriel,H1RACE,2010,260
San Gabriel,HADRBASE,2010,194
San Gabriel,HAD1RACE,2010,180
San Gabriel,U18RBASE,2010,184
San Gabriel,NONHISP,2019,560
San Ignacio Yaqui,WHITE,2019,228
San Ignacio Yaqui,BLACK,2019,62
San Ignacio Yaqui,AMERIND,2019,126
San Ignacio Yaqui,ASIAN,2019,9
San Ignacio Yaqui,PACIFIC,2019,1
San Ignacio Yaqui,OTHRACE,2019,140
San Ignacio Yaqui,RACE2UP,2019,31
San Ignacio Yaqui,HISPPOP,2019,329
San Ignacio Yaqui,MINORITY,2019,499
San Ignacio Yaqui,WHITE,2010,242
San Ignacio Yaqui,BLACK,2010,61
San Ignacio Yaqui,AMERIND,2010,122
San Ignacio Yaqui,ASIAN,2010,8
San Ignacio Yaqui,PACIFIC,2010,1
San Ignacio Yaqui,OTHRACE,2010,127
San Ignacio Yaqui,RACE2UP,2010,29
San Ignacio Yaqui,HISPPOP,2010,302
